az	peldanyaz	diakaz	el	vissza
10785	266	120	2009.12.14	2010.01.02
10786	391	83	2009.12.14	2009.12.20
10787	976	52	2009.12.14	2009.12.20
10788	925	107	2009.12.14	2010.01.03
10789	311	180	2009.12.14	2009.12.21
10790	722	67	2009.12.14	2010.01.09
10791	790	163	2009.12.14	2010.01.09
10792	42	34	2009.12.14	2009.12.27
10793	563	196	2009.12.14	2009.12.15
10794	69	267	2009.12.14	2009.12.24
10795	94	245	2009.12.14	2009.12.19
10796	427	101	2009.12.14	2009.12.16
10797	490	219	2009.12.14	2009.12.21
10798	648	175	2009.12.14	2009.12.26
10799	651	212	2009.12.14	2010.01.04
10800	576	205	2009.12.14	2009.12.24
10801	1038	161	2009.12.14	2009.12.20
10802	1078	41	2009.12.14	2010.01.02
10803	799	2	2009.12.14	2009.12.18
10804	881	64	2009.12.14	2009.12.17
10805	200	80	2009.12.14	2010.01.05
10806	358	255	2009.12.14	2010.01.12
10807	639	265	2009.12.14	2009.12.18
10808	215	43	2009.12.14	2010.01.06
10809	756	74	2009.12.15	2009.12.18
10810	794	27	2009.12.15	2010.01.10
10811	334	98	2009.12.15	2009.12.27
10812	44	177	2009.12.15	2009.12.19
10813	538	14	2009.12.15	2010.01.06
10814	402	50	2009.12.15	2010.01.06
10815	62	76	2009.12.15	2010.01.09
10816	678	252	2009.12.15	2009.12.20
10817	112	53	2009.12.15	2009.12.31
10818	222	6	2009.12.15	2009.12.29
10819	640	257	2009.12.15	2009.12.25
10820	519	38	2009.12.15	2010.01.01
10821	705	182	2009.12.15	2009.12.22
10822	1034	170	2009.12.15	2010.01.03
10823	607	229	2009.12.15	2010.01.14
10824	56	147	2009.12.15	2009.12.20
10825	435	220	2009.12.15	2009.12.19
10826	940	107	2009.12.15	2009.12.22
10827	1009	192	2009.12.15	2009.12.19
10828	446	105	2009.12.15	2009.12.29
10829	956	95	2009.12.15	2010.01.01
10830	35	33	2009.12.15	2009.12.20
10831	561	6	2009.12.15	2009.12.20
10832	992	106	2009.12.15	2009.12.22
10833	1054	155	2009.12.15	2009.12.20
10834	805	146	2009.12.15	2009.12.31
10835	232	237	2009.12.15	2009.12.17
10836	55	2	2009.12.15	2010.01.13
10837	1026	33	2009.12.15	2009.12.30
10838	584	101	2009.12.15	2010.01.05
10839	428	152	2009.12.15	2009.12.16
10840	1001	50	2009.12.15	2009.12.18
10841	124	123	2009.12.15	2009.12.21
10842	287	94	2009.12.15	2010.01.12
10843	282	64	2009.12.15	2009.12.18
10844	969	67	2009.12.15	2009.12.21
10845	404	115	2009.12.15	2009.12.17
10846	820	166	2009.12.15	2009.12.28
10847	243	166	2009.12.15	2009.12.19
10848	998	76	2009.12.15	2010.01.09
10849	698	50	2009.12.15	2009.12.16
10850	885	38	2009.12.15	2010.01.12
10851	978	1	2009.12.15	2010.01.10
10852	400	142	2009.12.15	2009.12.29
10853	913	178	2009.12.15	2010.01.03
10854	1074	226	2009.12.15	2009.12.20
10855	568	243	2009.12.15	2009.12.31
10856	246	76	2009.12.15	2009.12.24
10857	201	10	2009.12.15	2009.12.20
10858	608	258	2009.12.15	2010.01.08
10859	250	124	2009.12.15	2009.12.22
10860	208	262	2009.12.15	2010.01.05
10861	476	61	2009.12.15	2009.12.21
10862	107	171	2009.12.15	2010.01.03
10863	195	5	2009.12.15	2009.12.20
10864	1033	4	2009.12.15	2010.01.08
10865	338	47	2009.12.15	2010.01.09
10866	443	268	2009.12.15	2009.12.27
10867	544	79	2009.12.15	2010.01.04
10868	918	71	2009.12.15	2009.12.28
10869	681	7	2009.12.15	2009.12.22
10870	821	39	2009.12.15	2009.12.18
10871	786	244	2009.12.16	2009.12.23
10872	531	103	2009.12.16	2009.12.24
10873	917	86	2009.12.16	2009.12.18
10874	838	254	2009.12.16	2009.12.28
10875	795	196	2009.12.16	2009.12.27
10876	858	144	2009.12.16	2009.12.21
10877	550	50	2009.12.16	2010.01.03
10878	770	167	2009.12.16	2009.12.28
10879	135	155	2009.12.16	2009.12.21
10880	1091	14	2009.12.16	2009.12.18
10881	938	206	2009.12.16	2010.01.05
10882	603	248	2009.12.16	2009.12.26
10883	288	115	2009.12.16	2009.12.29
10884	469	218	2009.12.16	2009.12.28
10885	12	184	2009.12.16	2009.12.22
10886	577	262	2009.12.16	2009.12.18
10887	312	29	2009.12.16	2009.12.19
10888	189	261	2009.12.16	2010.01.12
10889	1080	120	2009.12.16	2010.01.14
10890	59	39	2009.12.16	2009.12.22
10891	74	68	2009.12.16	2010.01.08
10892	741	41	2009.12.16	2010.01.14
10893	684	189	2009.12.16	2010.01.03
10894	77	165	2009.12.16	2009.12.22
10895	405	100	2009.12.16	2009.12.25
10896	127	130	2009.12.16	2009.12.21
10897	685	259	2009.12.16	2010.01.08
10898	1014	71	2009.12.16	2009.12.19
10899	185	222	2009.12.16	2009.12.19
10900	996	217	2009.12.16	2009.12.19
10901	88	79	2009.12.16	2010.01.08
10902	518	8	2009.12.16	2009.12.23
10903	987	70	2009.12.16	2010.01.03
10904	278	104	2009.12.16	2009.12.27
10905	927	53	2009.12.16	2009.12.31
10906	385	232	2009.12.16	2009.12.17
10907	91	41	2009.12.16	2009.12.20
10908	19	84	2009.12.16	2009.12.17
10909	260	25	2009.12.16	2009.12.31
10910	272	168	2009.12.16	2009.12.28
10911	289	202	2009.12.16	2010.01.10
10912	357	136	2009.12.16	2009.12.30
10913	90	7	2009.12.16	2010.01.07
10914	742	100	2009.12.16	2010.01.09
10915	83	206	2009.12.16	2009.12.22
10916	759	20	2009.12.16	2009.12.22
10917	781	109	2009.12.16	2009.12.22
10918	921	249	2009.12.16	2010.01.14
10919	378	53	2009.12.16	2009.12.20
10920	749	13	2009.12.16	2010.01.14
10921	1100	111	2009.12.16	2009.12.17
10922	728	119	2009.12.16	2009.12.26
10923	1021	186	2009.12.16	2010.01.15
10924	751	160	2009.12.16	2009.12.20
10925	352	249	2009.12.16	2009.12.19
10926	143	117	2009.12.16	2010.01.02
10927	280	150	2009.12.16	2010.01.13
10928	368	111	2009.12.16	2009.12.23
10929	1066	96	2009.12.16	2009.12.31
10930	930	47	2009.12.16	2009.12.17
10931	1102	20	2009.12.16	2009.12.25
10932	761	186	2009.12.16	2009.12.24
10933	937	192	2009.12.16	2010.01.15
10934	679	257	2009.12.16	2010.01.15
10935	491	11	2009.12.17	2010.01.01
10936	955	180	2009.12.17	2010.01.09
10937	1059	24	2009.12.17	2010.01.16
10938	395	97	2009.12.17	2010.01.11
10939	413	225	2009.12.17	2009.12.30
10940	853	197	2009.12.17	2009.12.23
10941	380	23	2009.12.17	2009.12.24
10942	730	100	2009.12.17	2009.12.23
10943	868	45	2009.12.17	2010.01.06
10944	967	145	2009.12.17	2009.12.24
10945	744	138	2009.12.17	2009.12.22
10946	647	183	2009.12.17	2009.12.20
10947	485	91	2009.12.17	2009.12.20
10948	957	66	2009.12.17	2009.12.19
10949	995	228	2009.12.17	2009.12.21
10950	226	265	2009.12.17	2009.12.22
10951	766	181	2009.12.17	2009.12.24
10952	771	124	2009.12.17	2009.12.23
10953	562	77	2009.12.17	2009.12.20
10954	950	129	2009.12.17	2009.12.19
10955	286	139	2009.12.17	2009.12.23
10956	80	2	2009.12.17	2009.12.21
10957	536	47	2009.12.17	2009.12.28
10958	68	40	2009.12.17	2009.12.22
10959	592	82	2009.12.17	2009.12.23
10960	782	160	2009.12.17	2009.12.29
10961	878	186	2009.12.17	2009.12.20
10962	483	125	2009.12.17	2010.01.16
10963	348	197	2009.12.17	2009.12.22
10964	486	249	2009.12.17	2009.12.18
10965	38	44	2009.12.17	2009.12.18
10966	385	5	2009.12.17	2010.01.05
10967	898	225	2009.12.17	2010.01.11
10968	216	61	2009.12.17	2010.01.06
10969	636	210	2009.12.17	2009.12.24
10970	1089	154	2009.12.17	2009.12.24
10971	503	268	2009.12.17	2009.12.19
10972	245	90	2009.12.17	2009.12.22
10973	466	66	2009.12.17	2010.01.10
10974	487	204	2009.12.17	2009.12.18
10975	167	172	2009.12.17	2009.12.26
10976	961	109	2009.12.17	2009.12.29
10977	708	29	2009.12.17	2010.01.16
10978	465	140	2009.12.17	2009.12.24
10979	493	113	2009.12.17	2009.12.18
10980	427	209	2009.12.17	2009.12.22
10981	843	45	2009.12.17	2010.01.08
10982	421	54	2009.12.17	2010.01.04
10983	355	127	2009.12.17	2009.12.23
10984	1081	24	2009.12.17	2010.01.04
10985	846	162	2009.12.17	2010.01.01
10986	1060	193	2009.12.17	2009.12.19
10987	1075	52	2009.12.17	2010.01.11
10988	440	138	2009.12.17	2009.12.23
10989	718	209	2009.12.17	2010.01.14
10990	274	10	2009.12.17	2009.12.23
10991	856	189	2009.12.17	2009.12.18
10992	789	82	2009.12.18	2009.12.24
10993	93	179	2009.12.18	2009.12.20
10994	617	157	2009.12.18	2010.01.04
10995	756	162	2009.12.18	2009.12.25
10996	24	47	2009.12.18	2009.12.20
10997	415	123	2009.12.18	2010.01.14
10998	545	144	2009.12.18	2009.12.25
10999	552	257	2009.12.18	2009.12.24
11000	932	188	2009.12.18	2010.01.17
11001	1	24	2009.12.18	2009.12.22
11002	825	137	2009.12.18	2009.12.22
11003	295	61	2009.12.18	2010.01.08
11004	506	115	2009.12.18	2010.01.09
11005	180	52	2009.12.18	2009.12.20
11006	211	110	2009.12.18	2010.01.02
11007	156	128	2009.12.18	2009.12.26
11008	455	217	2009.12.18	2009.12.21
11009	203	101	2009.12.18	2009.12.21
11010	981	230	2009.12.18	2010.01.10
11011	106	67	2009.12.18	2010.01.09
11012	847	98	2009.12.18	2009.12.25
11013	566	10	2009.12.18	2009.12.28
11014	724	1	2009.12.18	2009.12.23
11015	179	20	2009.12.18	2009.12.25
11016	187	107	2009.12.18	2010.01.11
11017	346	161	2009.12.18	2009.12.19
11018	577	24	2009.12.18	2009.12.24
11019	384	62	2009.12.18	2010.01.07
11020	417	240	2009.12.18	2009.12.21
11021	418	236	2009.12.18	2009.12.21
11022	632	143	2009.12.18	2010.01.13
11023	812	111	2009.12.18	2009.12.30
11024	1079	136	2009.12.18	2009.12.21
11025	479	127	2009.12.18	2009.12.23
11026	232	34	2009.12.18	2009.12.29
11027	19	74	2009.12.18	2009.12.21
11028	54	212	2009.12.18	2009.12.20
11029	891	237	2009.12.18	2009.12.19
11030	71	160	2009.12.18	2009.12.25
11031	120	128	2009.12.18	2010.01.16
11032	154	64	2009.12.18	2010.01.16
11033	508	266	2009.12.18	2009.12.23
11034	570	138	2009.12.18	2010.01.15
11035	407	39	2009.12.18	2009.12.28
11036	277	3	2009.12.18	2009.12.28
11037	487	259	2009.12.18	2009.12.21
11038	563	135	2009.12.18	2010.01.17
11039	1025	215	2009.12.18	2009.12.26
11040	437	12	2009.12.18	2010.01.13
11041	666	42	2009.12.18	2009.12.24
11042	264	95	2009.12.18	2010.01.09
11043	303	10	2009.12.18	2009.12.19
11044	193	250	2009.12.18	2009.12.22
11045	524	163	2009.12.18	2010.01.16
11046	837	166	2009.12.18	2009.12.31
11047	291	114	2009.12.18	2009.12.23
11048	294	35	2009.12.18	2009.12.20
11049	1073	229	2009.12.18	2009.12.27
11050	1100	38	2009.12.18	2009.12.19
11051	1103	94	2009.12.18	2009.12.26
11052	1076	32	2009.12.18	2009.12.19
11053	903	96	2009.12.18	2009.12.30
11054	1050	158	2009.12.18	2010.01.10
11055	110	132	2009.12.18	2009.12.24
11056	240	55	2009.12.18	2010.01.06
11057	729	207	2009.12.18	2009.12.19
11058	460	261	2009.12.18	2009.12.25
11059	528	196	2009.12.18	2009.12.23
11060	75	156	2009.12.19	2010.01.09
11061	676	57	2009.12.19	2009.12.22
11062	627	29	2009.12.19	2010.01.10
11063	597	258	2009.12.19	2010.01.18
11064	44	101	2009.12.19	2010.01.16
11065	864	147	2009.12.19	2010.01.15
11066	917	228	2009.12.19	2009.12.23
11067	342	232	2009.12.19	2009.12.30
11068	727	147	2009.12.19	2009.12.28
11069	350	189	2009.12.19	2010.01.05
11070	366	96	2009.12.19	2010.01.02
11071	191	155	2009.12.19	2010.01.12
11072	598	1	2009.12.19	2009.12.31
11073	809	172	2009.12.19	2009.12.25
11074	882	254	2009.12.19	2009.12.26
11075	398	215	2009.12.19	2009.12.23
11076	365	208	2009.12.19	2010.01.03
11077	750	225	2009.12.19	2009.12.27
11078	309	83	2009.12.19	2009.12.30
11079	896	138	2009.12.19	2009.12.21
11080	819	56	2009.12.19	2009.12.27
11081	844	45	2009.12.19	2010.01.10
11082	263	91	2009.12.19	2009.12.24
11083	305	162	2009.12.19	2010.01.09
11084	424	239	2009.12.19	2009.12.27
11085	920	265	2009.12.19	2010.01.03
11086	53	54	2009.12.19	2009.12.22
11087	505	25	2009.12.19	2009.12.24
11088	1009	173	2009.12.19	2009.12.21
11089	327	228	2009.12.19	2009.12.29
11090	517	212	2009.12.19	2010.01.10
11091	1062	247	2009.12.19	2009.12.23
11092	611	192	2009.12.19	2009.12.22
11093	673	170	2009.12.19	2010.01.18
11094	939	67	2009.12.19	2009.12.23
11095	256	2	2009.12.19	2010.01.05
11096	363	217	2009.12.19	2009.12.24
11097	710	140	2009.12.19	2010.01.13
11098	408	120	2009.12.19	2010.01.08
11099	99	219	2009.12.19	2009.12.23
11100	448	57	2009.12.19	2010.01.17
11101	560	113	2009.12.19	2009.12.25
11102	660	60	2009.12.19	2010.01.14
11103	618	80	2009.12.19	2009.12.25
11104	704	222	2009.12.19	2010.01.04
11105	525	18	2009.12.19	2009.12.25
11106	6	37	2009.12.19	2009.12.31
11107	768	237	2009.12.19	2010.01.03
11108	220	142	2009.12.19	2010.01.09
11109	593	38	2009.12.19	2009.12.21
11110	130	226	2009.12.19	2009.12.21
11111	758	261	2009.12.19	2009.12.27
11112	97	109	2009.12.19	2009.12.20
11113	94	206	2009.12.19	2010.01.08
11114	163	24	2009.12.19	2009.12.26
11115	210	76	2009.12.19	2010.01.18
11116	32	184	2009.12.19	2010.01.18
11117	194	242	2009.12.19	2009.12.20
11118	737	228	2009.12.19	2009.12.25
11119	555	39	2009.12.19	2009.12.27
11120	3	124	2009.12.19	2009.12.21
11121	732	83	2009.12.19	2009.12.20
11122	850	119	2009.12.19	2009.12.30
11123	1099	109	2009.12.19	2009.12.25
11124	333	52	2009.12.19	2009.12.23
11125	797	32	2009.12.19	2010.01.03
11126	411	131	2009.12.19	2010.01.05
11127	818	143	2009.12.19	2009.12.28
11128	973	127	2009.12.19	2010.01.18
11129	173	137	2009.12.19	2009.12.23
11130	410	188	2009.12.19	2009.12.22
11131	257	216	2009.12.20	2010.01.17
11132	310	211	2009.12.20	2009.12.24
11133	702	167	2009.12.20	2010.01.15
11134	779	132	2009.12.20	2009.12.24
11135	1042	25	2009.12.20	2009.12.23
11136	459	220	2009.12.20	2010.01.19
11137	760	266	2009.12.20	2009.12.24
11138	513	48	2009.12.20	2009.12.24
11139	136	117	2009.12.20	2009.12.26
11140	747	156	2009.12.20	2009.12.25
11141	31	168	2009.12.20	2009.12.22
11142	373	201	2009.12.20	2010.01.02
11143	867	107	2009.12.20	2009.12.29
11144	468	7	2009.12.20	2009.12.31
11145	788	79	2009.12.20	2009.12.22
11146	1051	47	2009.12.20	2010.01.08
11147	60	265	2009.12.20	2009.12.29
11148	950	87	2009.12.20	2009.12.22
11149	1098	261	2009.12.20	2009.12.24
11150	974	27	2009.12.20	2009.12.28
11151	832	136	2009.12.20	2009.12.25
11152	1039	148	2009.12.20	2009.12.26
11153	527	120	2009.12.20	2010.01.04
11154	23	158	2009.12.20	2010.01.18
11155	599	235	2009.12.20	2010.01.16
11156	205	126	2009.12.20	2009.12.21
11157	1028	88	2009.12.20	2009.12.22
11158	243	146	2009.12.20	2010.01.01
11159	970	54	2009.12.20	2009.12.27
11160	320	90	2009.12.20	2009.12.23
11161	105	48	2009.12.20	2010.01.09
11162	141	201	2009.12.20	2010.01.10
11163	793	173	2009.12.20	2009.12.23
11164	119	204	2009.12.20	2010.01.06
11165	117	166	2009.12.20	2010.01.07
11166	194	214	2009.12.20	2010.01.08
11167	977	82	2009.12.20	2009.12.27
11168	783	48	2009.12.20	2010.01.02
11169	787	117	2009.12.20	2010.01.11
11170	204	9	2009.12.20	2010.01.12
11171	1040	180	2009.12.20	2009.12.27
11172	1085	36	2009.12.20	2009.12.28
11173	195	142	2009.12.20	2010.01.15
11174	965	194	2009.12.20	2010.01.12
11175	1096	9	2009.12.20	2009.12.21
11176	160	6	2009.12.20	2009.12.25
11177	729	239	2009.12.20	2009.12.23
11178	432	190	2009.12.21	2009.12.22
11179	924	189	2009.12.21	2010.01.02
11180	284	42	2009.12.21	2010.01.16
11181	463	176	2009.12.21	2010.01.08
11182	255	176	2009.12.21	2010.01.08
11183	870	164	2009.12.21	2009.12.25
11184	902	193	2009.12.21	2009.12.24
11185	719	261	2009.12.21	2009.12.31
11186	842	47	2009.12.21	2009.12.22
11187	394	35	2009.12.21	2009.12.30
11188	464	254	2009.12.21	2010.01.13
11189	1046	40	2009.12.21	2009.12.26
11190	339	139	2009.12.21	2010.01.02
11191	907	170	2009.12.21	2010.01.16
11192	946	229	2009.12.21	2009.12.26
11193	242	132	2009.12.21	2010.01.01
11194	734	246	2009.12.21	2010.01.03
11195	268	133	2009.12.21	2010.01.05
11196	452	81	2009.12.21	2010.01.01
11197	477	220	2009.12.21	2009.12.24
11198	177	50	2009.12.21	2010.01.18
11199	56	154	2009.12.21	2009.12.24
11200	777	36	2009.12.21	2009.12.28
11201	529	240	2009.12.21	2009.12.23
11202	683	246	2009.12.21	2010.01.13
11203	562	158	2009.12.21	2009.12.27
11204	542	216	2009.12.21	2009.12.30
11205	834	170	2009.12.21	2009.12.27
11206	601	120	2009.12.21	2010.01.05
11207	172	124	2009.12.21	2009.12.23
11208	1014	32	2009.12.21	2010.01.05
11209	944	88	2009.12.21	2009.12.26
11210	1079	34	2009.12.21	2010.01.04
11211	706	45	2009.12.21	2009.12.28
11212	178	155	2009.12.21	2010.01.04
11213	522	10	2009.12.21	2009.12.24
11214	1001	163	2009.12.21	2009.12.28
11215	38	46	2009.12.21	2010.01.01
11216	124	241	2009.12.21	2010.01.09
11217	621	185	2009.12.21	2009.12.24
11218	774	69	2009.12.21	2009.12.25
11219	335	199	2009.12.21	2009.12.27
11220	375	196	2009.12.21	2009.12.26
11221	988	66	2009.12.21	2010.01.07
11222	91	16	2009.12.21	2009.12.23
11223	962	251	2009.12.21	2010.01.14
11224	503	12	2009.12.21	2010.01.19
11225	656	183	2009.12.21	2010.01.06
11226	972	188	2009.12.21	2009.12.28
11227	701	180	2009.12.21	2009.12.28
11228	861	169	2009.12.21	2009.12.30
11229	663	193	2009.12.21	2009.12.23
11230	934	222	2009.12.21	2009.12.22
11231	224	140	2009.12.21	2010.01.01
11232	571	189	2009.12.21	2010.01.01
11233	146	235	2009.12.21	2010.01.10
11234	1031	126	2009.12.21	2010.01.05
11235	931	17	2009.12.21	2010.01.01
11236	894	86	2009.12.21	2009.12.27
11237	303	7	2009.12.21	2010.01.12
11238	239	183	2009.12.21	2009.12.23
11239	964	139	2009.12.21	2010.01.06
11240	37	93	2009.12.21	2009.12.28
11241	732	7	2009.12.21	2009.12.26
11242	390	90	2009.12.21	2009.12.26
11243	1100	149	2009.12.21	2010.01.03
11244	575	153	2009.12.21	2010.01.17
11245	1000	177	2009.12.21	2009.12.26
11246	393	17	2009.12.21	2010.01.11
11247	1030	110	2009.12.21	2009.12.28
11248	331	92	2009.12.21	2009.12.31
11249	457	159	2009.12.21	2010.01.06
11250	712	147	2009.12.21	2009.12.27
11251	833	236	2009.12.21	2009.12.27
11252	78	107	2009.12.21	2009.12.27
11253	821	22	2009.12.21	2009.12.28
11254	856	246	2009.12.21	2009.12.25
11255	676	114	2009.12.22	2010.01.14
11256	624	101	2009.12.22	2010.01.09
11257	113	157	2009.12.22	2010.01.10
11258	826	243	2009.12.22	2009.12.27
11259	929	96	2009.12.22	2010.01.01
11260	271	180	2009.12.22	2010.01.20
11261	409	147	2009.12.22	2010.01.14
11262	858	63	2009.12.22	2009.12.31
11263	657	248	2009.12.22	2010.01.02
11264	135	67	2009.12.22	2009.12.24
11265	182	181	2009.12.22	2010.01.04
11266	28	255	2009.12.22	2010.01.12
11267	203	160	2009.12.22	2009.12.23
11268	548	240	2009.12.22	2010.01.07
11269	896	5	2009.12.22	2009.12.27
11270	1011	153	2009.12.22	2009.12.29
11271	369	187	2009.12.22	2010.01.04
11272	374	194	2009.12.22	2010.01.08
11273	298	94	2009.12.22	2009.12.24
11274	788	52	2009.12.22	2009.12.24
11275	12	152	2009.12.22	2010.01.19
11276	726	259	2009.12.22	2009.12.26
11277	318	153	2009.12.22	2009.12.29
11278	435	22	2009.12.22	2009.12.24
11279	605	171	2009.12.22	2010.01.15
11280	1013	196	2009.12.22	2010.01.08
11281	52	149	2009.12.22	2010.01.21
11282	63	112	2009.12.22	2010.01.07
11283	1009	246	2009.12.22	2009.12.27
11284	1058	22	2009.12.22	2009.12.24
11285	262	71	2009.12.22	2009.12.27
11286	353	3	2009.12.22	2009.12.23
11287	145	66	2009.12.22	2010.01.10
11288	451	29	2009.12.22	2009.12.28
11289	996	99	2009.12.22	2010.01.05
11290	720	115	2009.12.22	2009.12.30
11291	612	150	2009.12.22	2009.12.29
11292	205	238	2009.12.22	2009.12.25
11293	968	123	2009.12.22	2009.12.26
11294	54	161	2009.12.22	2010.01.12
11295	731	27	2009.12.22	2010.01.15
11296	822	160	2009.12.22	2010.01.18
11297	161	248	2009.12.22	2009.12.25
11298	399	216	2009.12.22	2010.01.04
11299	600	223	2009.12.22	2009.12.23
11300	549	256	2009.12.22	2010.01.14
11301	8	159	2009.12.22	2010.01.06
11302	1035	5	2009.12.22	2010.01.05
11303	190	230	2009.12.22	2009.12.24
11304	801	253	2009.12.22	2009.12.25
11305	942	182	2009.12.22	2009.12.29
11306	198	7	2009.12.22	2009.12.25
11307	193	166	2009.12.22	2009.12.23
11308	984	251	2009.12.22	2010.01.16
11309	306	164	2009.12.22	2010.01.20
11310	229	18	2009.12.22	2010.01.16
11311	1061	182	2009.12.22	2009.12.29
11312	196	55	2009.12.22	2009.12.26
11313	450	147	2009.12.22	2010.01.12
11314	294	5	2009.12.22	2010.01.05
11315	671	148	2009.12.22	2009.12.27
11316	975	170	2009.12.22	2009.12.27
11317	912	130	2009.12.22	2009.12.26
11318	751	36	2009.12.22	2010.01.19
11319	952	150	2009.12.22	2009.12.29
11320	1083	118	2009.12.22	2009.12.26
11321	1060	105	2009.12.22	2009.12.28
11322	674	117	2009.12.22	2009.12.30
11323	804	187	2009.12.22	2009.12.29
11324	754	262	2009.12.22	2010.01.13
11325	482	8	2009.12.23	2010.01.08
11326	811	131	2009.12.23	2009.12.30
11327	917	131	2009.12.23	2009.12.25
11328	762	259	2009.12.23	2009.12.26
11329	825	6	2009.12.23	2009.12.27
11330	30	175	2009.12.23	2009.12.30
11331	233	118	2009.12.23	2009.12.29
11332	653	259	2009.12.23	2009.12.26
11333	709	180	2009.12.23	2010.01.10
11334	948	148	2009.12.23	2010.01.17
11335	238	30	2009.12.23	2009.12.29
11336	949	186	2009.12.23	2010.01.16
11337	947	132	2009.12.23	2009.12.24
11338	485	44	2009.12.23	2009.12.29
11339	213	188	2009.12.23	2009.12.31
11340	206	220	2009.12.23	2010.01.03
11341	995	115	2009.12.23	2009.12.25
11342	53	143	2009.12.23	2009.12.28
11343	980	149	2009.12.23	2009.12.30
11344	417	36	2009.12.23	2010.01.20
11345	286	23	2009.12.23	2009.12.25
11346	249	206	2009.12.23	2010.01.12
11347	418	68	2009.12.23	2009.12.31
11348	80	153	2009.12.23	2010.01.14
11349	172	1	2009.12.23	2010.01.06
11350	100	28	2009.12.23	2010.01.10
11351	711	35	2009.12.23	2010.01.21
11352	561	18	2009.12.23	2009.12.30
11353	1054	100	2009.12.23	2010.01.01
11354	592	164	2009.12.23	2010.01.10
11355	89	18	2009.12.23	2010.01.15
11356	416	146	2009.12.23	2010.01.09
11357	625	219	2009.12.23	2009.12.27
11358	391	28	2009.12.23	2009.12.24
11359	976	132	2009.12.23	2010.01.08
11360	824	81	2009.12.23	2010.01.14
11361	316	239	2009.12.23	2010.01.10
11362	320	36	2009.12.23	2010.01.09
11363	963	126	2009.12.23	2009.12.30
11364	168	157	2009.12.23	2009.12.25
11365	129	121	2009.12.23	2010.01.13
11366	201	167	2009.12.23	2010.01.06
11367	367	116	2009.12.23	2010.01.07
11368	775	218	2009.12.23	2010.01.06
11369	314	117	2009.12.23	2009.12.25
11370	559	147	2009.12.23	2010.01.22
11371	596	262	2009.12.23	2009.12.24
11372	772	167	2009.12.23	2010.01.07
11373	15	38	2009.12.23	2009.12.26
11374	515	241	2009.12.23	2009.12.28
11375	250	191	2009.12.23	2009.12.30
11376	372	212	2009.12.23	2010.01.22
11377	714	39	2009.12.23	2010.01.03
11378	1010	11	2009.12.23	2010.01.07
11379	453	58	2009.12.23	2009.12.27
11380	470	94	2009.12.23	2010.01.17
11381	721	234	2009.12.23	2009.12.30
11382	630	120	2009.12.23	2010.01.04
11383	72	208	2009.12.23	2010.01.05
11384	887	154	2009.12.23	2009.12.28
11385	274	61	2009.12.23	2009.12.27
11386	174	180	2009.12.23	2010.01.09
11387	364	130	2009.12.23	2010.01.14
